loan_id,text,need_label_llm
1074370,"it really is important to have some cash around for relevant matters. \nvicenta lives in ozamiz and supports her family by building houses from the ground up. she has applied a loan, which she used to buy building material, paints, and to pay her workers. she wants her children to get an education and escape the life of backbreaking work she has had to endure.",High Need
267791,"fatuma is a married woman with six children, all of whom attend school. she owns a house that has neither electricity nor piped water. her greatest monthly expense is school fees.\r\n\r\nfor over fourteen years, she has operated a mat-weaving business, selling from home to her neighbours. in addition she also sells kerosene which contributes to her sources of income. fatuma faces a major challenge of delayed payments by those who purchase goods on credit. she hopes to establish a cereals shop in the future.\r\n\r\nwith the kshs 30,000 she wants to purchase palm leaves, materials used in weaving mats for sale. she decided to join yehu to access loans to boost her business.\r\n",High Need
689942,"godius is 40 years old and lives in the town of kasese in the fortportal region of uganda. he is married and has 4 children who attend school. \r\n\r\nfor the past 4 years, godius has worked hard to manage his retail shop dealing in kitchen ware. he sells charcoal stoves, frying pans, sauce pans, and buckets. \r\n\r\nto help expand his business, godius requests 2,500,000 ugx from brac uganda. the loan will be used to buy more charcoal stoves, frying pans, sauce pans, and buckets, and will help godius to generate greater profits and increase his stock. godius hopes that in the future he will be able to have more income. \r\n\r\ngodius is a member of brac's small enterprise program (sep).  the program primarily serves small entrepreneurs like godius who do not have enough collateral for commercial loans, but have businesses that have grown too large for micro-loans.\r\n\r\n\r\n",High Need
614545,"sakovat is 33 years old.  she is married.  her husband left to work abroad.  while her husband is away from the family, sakovat is raising their two sons alone in the city of isfara and is concurrently involved in sewing.  sakovat worked at a market, selling children's clothing, several years ago.  she could no longer work when she had children and stopped that business.  today, her sons have grown up a bit - the oldest is 5 years old, and the youngest is 2 years old.  sakovat can work again, and her mother, who lives together with them, will look after the children in her absence.  sakovat decided to return to her old job and already found a place at the market, where she will sell children's clothing.  the entirety of the loan amount will be used to purchase seasonal children's clothing.  we wish sakovat luck, success and more clients.",High Need
1193688,"lorgie works hard to support seven children. she is married and has a general store business in the philippines.<br /><br />she requested a php 10,000 loan through nwtf to build a sanitary toilet for her family.<br /><br />lorgie is aware that by using the sanitary toilet, she is reducing health and hazard risks for her family and neighbors, as well as promoting environmental protection.",Low Need
235355,maria is 27 years old and lives with her husband in the district of tate. she works in the plaza vea commercial center as a kitchen helper. her husband works as a masonry assistant. she is requesting the loan to finish some projects on her home so she can open her own cooking business out of it. maria is very thankful for the support you are providing her with through this loan.,Low Need
494391,"nelson antonio, 31, is a single father of two children, ages 3 and 5.  he is from malpaisillo which is in the northern part of the country and known as a very productive agricultural and commercial area.  nelson sells crafts for a living and has been in business for six years.  he travels to costa rica where he sells nicaraguan crafts such as clay pots, piggy banks, bracelets, clay cookware jars and vases.  the challenges he faces are the high duty tariffs charged at the border.  \r\n\r\nhe learned the trade from his parents who ran the business before him.  he is in need of a loan to buy and sell the different craft articles.  nelson antonio is grateful to kiva lenders for helping low income earners in poor countries like nicaragua so they can earn a decent living.",High Need
1422067,"narcisa is a widowed woman with nine children. she is a very hard working entrepreneur. she is 61 years old and has two children who are still in school.<br /><br />narcisa has a vegetable vending business in the philippines. she requested a php 15,000 loan amount through nwtf to buy variety of vegetables to sell.<br /><br />narcisa has been in this business for 3 years. in the future, she would like to save enough money so she can afford to send her children to college.",High Need
1057320,"alice is 42 years old and a mother of two. she was born and raised in kakamega county and later moved to nairobi and settled in mukuru kayaba. she started a school in mukuru kayaba, which up to now has a population of 100 pupils. <br /><br />she has been having problems of hygienic sanitation for her pupils, who have been seeking sanitation services from a public toilet that is a distance away from the school. she recently learned about fresh life toilets and got interested to install one for her pupils. she is hoping the fresh life toilet will provide hygienic sanitation to her pupils and will be closer to them. alice wants to acquire one fresh life toilet.",High Need
1415690,"zakayo (pictured above with his last born), is a farmer with a big desire to achieve. he has big dreams in his life. he has laid out different strategies to get his family ahead with the sweat of his forehead. <br /><br />zakayo started his farming business 10 years ago. he has been involved in mixed farming and dairy farming. <br /><br />because of the immense knowledge he has of farming, farmers from his village seek technical advice from him on the best dairy farming techniques. he also does a motorbike business. <br /><br />zakayo is the breadwinner for his family. he is motivated to work hard so that his children will have a bright future and his aging parents will have a comfortable life. <br /><br />although he makes a profit from farming, he is not comfortable. he has always wanted to increase his income by selling cereals, so that is why he is seeking this loan to buy cereals. <br /><br />kenya's bomet area, one of the country's most populated regions, has a high demand for cereals, which means that zakayo can increase his profits and satisfy the local demand. <br /><br />accessing funds has been a challenge for zakayo. he was relieved to find that juhudi kilimo partners with kiva lenders to help hardworking farmers such as himself turn their dreams into reality through training and loan financing. <br /><br />zakayo believes that this loan will be of much help to him and that he will be able to satisfy the demand for cereals. <br /><br />he is very thankful for your support and empowerment.",High Need
729617,"livinston is 40 years old and is from waspam. he is married and has four school-aged children.  he has lived in a wooden stilt house for 14 years. he is requesting a loan in order to buy construction materials such as cement blocks, cement and rebar and cover labor costs, with the aim of building a wooden dwelling with concrete lower walls. his dream is to provide his family with a proper home and to set up a business.",High Need
1259163,"mampotseng is a 30-year-old married mother of three children. she lives in a two-bedroom house with four other family members. she is a farmer. she uses wood and paraffin for cooking and lighting. she also pays for mobile phone charging, as she has no electricity installed in her home.<br /><br />mampotseng and seven other people from her village will benefit from the ace 1 cook-stove, as it has an led lamp, usb port, a phone charging system, and uses just small twigs and cow dung to make a fire. mampotseng will no longer have to walk long distances to collect wood, or buy candles and paraffin. the ace 1 clean cook-stove is biomass and solar powered. <br /><br />for more information please visit, www.africancleanenergy.com",High Need
1299014,"irene is 39 years old, married, and has four children, all of whom are still in school.<br /><br />irene is in the agricultural business pig-fattening in the philippines. irene requested a php 10,000 loan through nwtf to buy sacks of feeds, piglets and other supplies to raise her pig.<br /><br />irene has been pig fattening for one year, and has borrowed eight times in the past from nwtf to sustain it.<br /><br />in the future, irene would like to save enough money so she can afford to send her children to college.",High Need
216627,"resty d. is from the village of tumpagon, cagayan de oro city. he is 38 years old. resty is married and has 3 school-aged children. to make a living, resty owns & operates a business venture in a traditional mining activity called pamiling . while not the only means for generating revenue, the main source of income for the business comes primarily from buying and selling gold dust in the local community. resty has been engaged in his business for over 2 years and earns approximately 5000 php a month for these activities.\r\n\r\nin 2008, resty joined hspfi to gain access to financial services to help improve his living situation and ability to engage in business activities. resty has successfully repaid a previous loan of 13000 php from hspfi. this previous loan was used to to invest in renovating their house. resty is requesting a new loan of 16000 php which will be used to purchase additional inventory & working capital. this loan will be the 5th loan taken out by resty from hspfi. he plans to use the additional revenue generated from the business to improve/expand the business. \r\n\r\nabout hspfi:\r\n\r\nhspfi is one of accredited partners of opportunity international in the philippines. it is based in cagayan de oro city and is reaching out to the poor households of northern mindanao.\r\n\r\n*note: to maximize efficiency and reduce costs, this loan was posted using a template to automate the translation by kiva.  given that manual translation of entrepreneur profiles is costly, we created this template for our field staff to allow them to continue to post loans in english while providing quality and accurate information to kiva lenders.",Low Need
1256310,daniel is 25 years old. he is a hard-working youth who managed to complete secondary school and then went to work. he is in a relationship and has a son. his life companion does housework. <br />\t\t\t\t\t\t\t\t\t\t<br />daniel has been working for a poultry business and he also makes a living growing corn as he learned this activity from his father.<br />\t\t\t\t\t\t\t\t\t\t<br />he needs a loan to buy a calf to take advantage of the leftovers from his harvest to fatten it.<br />\t\t\t\t\t\t\t\t\t\t<br />his dream is to improve the condition of his house and he knows he can do it by saving and with the help of a loan.,Low Need
586741,"valiree is 23 years old, married, and has one child who is in school. she works very hard to provide for her family. valiree runs a general store in the philippines. she has requested a 28,000 php loan through nwtf to buy items to sell like sugar, milk, coffee, soft drinks, chips, eggs, etc.\r\n\r\nvaliree has been in this business for five years. in the future valiree would like to save enough to build a house for her family.\r\n",Low Need
858694,"maría del socorro is a 32-year-old young woman, mother of two school-aged children. \r\n\r\nshe is from the municipality of el sauce, a small place which is in the western part of nicaragua, hidden between rivers and flowering mountains. she was born in this small town and was raised by her mother, a small and humble businesswoman who earns her living selling food on a central corner of this town where her vigorón is famous for its deliciousness. this traditional nicaraguan dish is made of yucca with pork rinds.  maría del socorro is proud of her mother because, thanks to her, she studied to get a degree in education science and works as a health instructor in the hospital in the locality.   \r\n\r\ncurrently, she has come for the first time to the ceprodel office because a friend recommended to her that this financing organization supports people of limited resources with the help of the kiva investors since her priority is to improve her mother's health and she wants to purchase medicines and have some medical tests done. they hope you will support them and will be eternally grateful.  ",High Need
827102,"lucy is a married mother and all of her children attend school. they live at their own house that has neither electricity nor running water. \r\n\r\nfor years, she has operated a food stall business, selling from home to her neighbours and passersby. she faces a major challenge of seasonality in her place of operation. lucy dreams of establishing a hotel in the future. \r\n\r\nwith the 50,000 kes loan, she wants to purchase 3 bundles of wheat flour, cooking fat, rice, beans, maize flour and sugar for sale. she decided to join yehu to access loans to boost her business.",High Need
542542,"clemente is a native of the district of san antonio, on the outskirts of estelí. he is the father of two children, ages 20 and 22. his wife works as a teacher in a primary school. he began his business of planting coffee five years ago, since before that he planted corn and beans. but on noticing that the lands were suitable for growing coffee, he decided to establish an area of about 1.75 acres with a little money that he obtained from the sale of corn and beans. that is how he began this business, and little by little he has expanded his area of cultivation. the lands that he uses are his own. he would like to sell his product to other buyers of coffee who would pay him a better price for the product.\r\n\r\nthe expectations that he has from his business are to continue expanding the planting area and improving the production.\r\n\r\nhe is applying for the loan to buy fertilizers and pesticides and pay for labor to maintain about 7 acres of coffee in production. he expects that this loan will help him improve the yield of his harvests and obtain better income to improve the economic conditions of his family and the community, since he would also provide a source of employment to the people of his community. his future plans are to improve his house and his farm and buy materials and tools. his next goals are to increase his production in the agricultural cycle that is about to begin.\r\n\r\n",High Need
865053,"catalina, 57 years old, is married and has four children. for the past 2 years, catalina has been in the agricultural business, farming rice in the philippines. she has requested a php 6,000 loan through nwtf to buy fertilizers and other farm supplies.\r\n\r\ncatalina has previously borrowed 6 times from nwtf to sustain her business. in the future, catalina would like to save enough to provide a secure future for her family.\r\n",Low Need
105252,"shokirjon is a young man, not yet married.  he has sold men's clothing and shoes at the spitamen regional clothing market for more than five years.  his goods are in high demand, since he carries good quality, attractive and fashionable merchandise. twice a month, shokirjon goes on a buying trip to the wholesale market in istaravshan.  with this new loan, he is thinking of expanding his selection of summer shirts, t-shirts and quality suits. shokirjon is pleased to be a credit customer of microinvest, and thanks the lenders.<br /><p><strong>translated from russian by joyce ., kiva volunteer</strong></p>",Low Need
1352197,"twenty-nine-year-old olivier is a blacksmith. he uses this talent to feed this family including his wife and their three boys. he started working as a blacksmith since he was 17 years old. currently, he is able to produce various tools such as knives, axes, spades and much more. he also repairs worn materials. his customers are mainly farmers.<br />with his profits, he was already able to acquire a bicycle and to expand into pig farming. olivier decided to join vahatra because he needs loans to buy raw materials. he would like to increase his output. this second loan will help him to buy iron as well as fuels. he sells his product at the big market. in the future he would like to reach financial autonomy.",Low Need
85126,"mrs. martha b. espinosa is 38 years old and lives in the neighborhood francia n 2, located in the town of ticuantepe, with her husband, who supports her with the household expenses. they take care of their nine-year-old daughter. for ten years, mrs. martha works on agriculture. with her own effort, she has succeeded in establishing plots of pineapples. at this time, she doesn’t have the resources to apply the necessary supplies for her crops. as a result, with this loan, she will buy fertilizers so that she can produce more and will be able to sell at a better price. <br /><p><strong>translated from spanish by avni shah, kiva volunteer</strong></p>",High Need
655716,"naseem is a 42-year-old married woman. she has been successfully running a small general store in her community, and has two years of experience in this field. her husband assists her by purchasing goods from the market since he has maintained many contacts over the years. \r\n\r\nshe is the mother of two children and is motivated to provide her family with good quality food, clothing and health. she wants to grow her business, so she has requested a loan of 50,000 pkr to buy packs of salts, biscuits and beverages to meet with the increasing demand at her store. with the loan she will be able to meet the increasing demand consistently. naseem wishes to utilize part of her revenues to increase her business capital.",Low Need
985130,"zonabou is a married mother of eight and is 44 years old. she sells fried food in her neighborhood and has been doing this for the past four years. she needs a loan to buy beans to a value of 100,000 francs, two containers of oil for 14,000 francs and tubers (yams, bananas and flour) for 45,000 francs; the balance of 16,000 francs will be use to load the gas, so she can sell her fried food. <br /><br />zonabou is the only person to carry out this activity in her neighborhood so it works.well; furthermore she is very clean and her fried food has a very specific taste which her customers like. once she has sold her goods, she will have sufficient profit to save some money, take care of her family and continue her business. she has already had one loan and repaid acfime on time.",High Need
40146,"abdul jalil lives in district 6 of kabul, afghanistan. he is married with 2 sons and he lives with his own family. he has a metal shop and he has been involved in this business for more than 8 years. for 6 years of that time he was a student in a metal shop. this is the second year that he works alone.<p> he needs some machines so he wants to take an individual loan to buy new machines and complete his stock to attract more clients. he is happy that he has the opportunity to make a good income and help his family.",Low Need
274374,"mary joy g. is from the town of banga. she is 33 years old.  she is married and has 3 children, aged 2, 4, and 10. to make a living, mary joy owns and operates a business venture in the agriculture sector raising crops. while not the only means for generating revenue, the main source of income for the business comes from planting and harvesting rice for sale. mary joy dreams for her children to be successful someday.\r\n\r\nmary joy joined community economic ventures, inc. (cevi) to gain access to financial services to help improve her living situation and ability to engage in business activities. she has successfully repaid a previous loan from cevi and is requesting a new loan of 8000 philippine pesos (php), which will be used to purchase seeds and fertilizers.",High Need
1246828,"sajida is a forty-two-year-old married woman, living in the area of lahore, pakistan. she is pictured with her son. he has been working in an embroidery firm and learning the art of stitching embroidery and bridal dresses. <br /><br />now he has become very expert in his art and wants to set up his own small shop. he wants to buy his own initial raw material related to embroidery but is unable to do so due to a shortage of cash on hand. <br /><br />therefore, sajida humbly requested a loan from brac pakistan. through this loan her son will be able to buy the initial stock of thread, fancy cloth, sequins, and pearls of various colors. <br /><br />sajida is very glad and thankful for brac pakistan.",High Need
485877,"mrs. bum-ayush is 38 years old and lives with her husband and three children in her old house, which has thin wooden walls, in ulaanbaatar, the capital of mongolia. she works as a vendor in the largest informal market in the city, usually selling sports boots. she has been renting a counter there for three years. before entering this business, she was a seamstress. \r\nher husband is a taxi driver, and his working days begin at six o’clock in the morning, when he takes his wife and children to their schools and the market. bum-ayush told us that standing at the counter is hard work for a woman, especially in the winter, but it is more profitable than her previous job. every month she needs to go to the closest border with china, about two days away by train, to buy goods. her old house is in incredibly bad condition. every winter, she must burn 10 tons of coal to stay warm, while other families use only 2-4 tons. burning more coal burning releases more harmful gas and dust into the atmosphere. bum-ayush, like every mother, loves her children, so she is planning to thicken her house walls, using materials such as cement, bricks, and glass-wool insulation, in order to stop the heat loss through the walls. so, bum-ayush is requesting 5,000,000 mnt to thicken her house walls.",High Need
499770,"diosa is 46 years old, married and has 2 children who are in school.\r\n\r\ndiosa is in the agricultural business of pig fattening in the philippines. she requested a 12,500 php loan through nwtf to purchase additional feeds and vitamins for her pigs. diosa has been pig fattening for 10 years now, and has borrowed 3 times in the past from nwtf to sustain it.\r\n\r\nin the future, diosa would like to save enough money so she could afford to send her children to college.\r\n",Low Need
1370106,"luzviminda is 51 years old and married with one child in school. she works very hard to provide for her family.<br /><br />luzviminda runs a general store in the philippines and requested a php 10,000 loan through nwtf to buy items to sell like beverages, canned goods, snack foods and other groceries.<br /><br />luzviminda has been in this business for 10 years and sells a variety of items. <br /><br />in the future, luzviminda would like to save enough to provide a secure future for her family.",Low Need
1315360,"zikrillo is a careful father. he was born in southern part of tajikistan in 1980. he is married and has four children. he is living in a city of beautiful nature scenes and well-mannered residents. for almost nine years he has been dealing with buying and selling spare part for cars. <br /><br />he has a son who studies at the presidency lyceum. zikrillo wants to ensure his children receive an education and appealed to imon, asking for a loan to pay for his son’s education. he is hoping to be supported by kiva lenders. he wishes to educate his son in school, in order that he could enter university in the future.",High Need
433357,"limay is 33 years old, married and has two children attending school. she is married to joel, a hog raiser in their village. limay got involved in a direct selling business. she sells personal products, perfumes, soap and cosmetics. she has been in her business for three years now. limay would like to increase her income so she wants to offer more products. from this, she is now borrowing a loan of php 11,000 to buy shampoo, soap, cosmetics and perfumes to sell and increase her sales.\r\n\r\nin the future, limay would like to establish a stall to conveniently offer her products and be able to give the best education to her children. ",Low Need
585655,"melagrosa is married and has three adult children. she is  from cpp, bohol, melagrosa and is engaged in the fishing business together with her husband, which she has been doing for seven years.\r\n\r\nmelagrosa is requesting  a loan, which she will use to buy fishing nets, lead weights, hooks and buckets. with this loan, her husband will be able to improve his catch thus giving them more fish to sell in the market. melagrosa hopes to expand their business in the future and makes it a success. ",Low Need
697786,"meet 35-year-old isatu, from the aberdeen area of freetown. she is married, with two children. one of her children is currently attending school. \r\n\r\nsome years ago, isatu established her cookery business. she began her business because she wanted get her daily bread. she works at the business from 8:00am until 7:00pm, seven days per week. she says that the main challenge to her business is an increase in the price of commodities.\r\n\r\nisatu requires a loan in order to purchase more cooking oil, rice, and cooking seasoning, to expand her cookery business. she hopes that the extra income from this loan will allow her to educate her children and to increase her business. \r\n\r\nin the future, isatu plans to open a restaurant. she thanks you for your support.\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n",High Need
587537,"mary is a 44-year-old woman, married to patrick and a mother of three children. she lives in kangemi on the outskirts of nairobi. she sells secondhand clothes. she has been in this business for fifteen years and gets a monthly income of ten thousand shillings.\r\n\r\nthis will be mary’s first loan with kadet ltd. she plans to use the entire loan to buy more bales of used clothing for resale. \r\n\r\nin the future, she would like to expand her business so that she can educate her children.\r\n",High Need
75856,"grace d. sells groceries like biscuits, sugar, milo, milk, and so forth at the elmina market. grace has received a university education.  she is single and has no children. grace has been selling groceries since 2007. she is responsible for paying utility bills and other financial expenses. her loan will be used to buy more rice, sugar, milo, milk, and other items. she hopes to use the new profits from her business to reinvest in the expansion of her business.",Low Need
454433,"rogelio is a farmer from lasam. he has been raising corn since he married his wife elsie 23 years ago. rogelio also plants fruits and vegetables to provide an additional source of income. he harvests the produce and his wife sells it at the market. \r\n\r\nrogelio is requesting an 18,000 php loan to buy two bags of corn seed and fertilizer and pesticide to use on his farm. his loan will help him to maintain and preserve his farming business in good quality. rogelio would also like to develop his vegetable business to increase his income and improve his family's living conditions. \r\n\r\n\r\n",Low Need
1020398,"as a parent, joan mae works hard to support her family.<br /><br />she has a motorcycle transport business in the philippines, and also earns additional income from a general store. joan mae is borrowing php 7,000 through nwtf to buy spare parts and other materials needed for her motorcycle transport business.<br /><br />joan mae has been sustaining her business activities through her past one loan from nwtf. she hopes that her hard work will help her attain her dream to save enough to provide a secure future for her family.",Low Need
1217644,"rosina is a 56-year-old woman, who is on the right side in the picture, and a group representative of el-shadai traders. she comes from twifo praso in the twifo atti-mokwa district in the central region of ghana. she is married with seven children who are now liiving on their own. rosina has been with the field partner since 2010, with an excellent repayment record for all her six loans.  this is her seventh loan, but the first with kiva. <br /><br />rosina sells baby diapers, soaps and toilet rolls in the local market. she has been in business for the past 25 years, and hence has gained rich experience. the business is her only source of income. due to continuous civic education on personal hygiene, demand for baby diapers, soaps and toilet rolls has increased. rosina has taken advantage of the opportunity and has decided to expand her store gradually with her profits. this allows her to buy in larger quantities to gain a larger discount to lower her costs in the future. <br /><br />rosina is requesting a micro loan as working capital to finance the replenishment of her store with baby diapers, soaps and toilet rolls. she will use the profit from the store for expansion of her business. rosina thanks all her micro lenders for their support.",Low Need
1355985,"helen is 53 years old and  married with five children. with one child still in school, helen works very hard to provide for them.<br /><br />helen runs a general store in the philippines and requested a php 16,000 loan through nwtf to buy items to sell like beverages, canned goods, snack foods, and other groceries. she has been in this business for 9 years and sells a variety of items.  <br /><br />in the future, helen would like to save enough to provide a secure future for her family.",Low Need
1239066,"maria is 36 years old and is happily married with 6 children. her oldest 4 children help her by working in the countryside, and her other 2 children (8-year-old jordan and 5-year-old wilman) go to a free school.<br />maria and her husband work sowing a variety of products like blackberries, bananas, naranjilla and corn. after harvesting their crops they go to the local market to sell their products.<br />she wants to continue to cultivate the land because she likes carrying out this activity and it allows her to cover their home expenses. she would be delighted to receive support to continue to buy more seeds and fertilizers and increase her crops by using more hectares of land.",High Need
794495,"genalyn works hard to support her family. genalyn is married and has a general store business in the philippines.\r\n\r\ngenalyn requested a php 15,000 loan through nwtf to buy more groceries to sell in her general store.\r\n\r\ngenalyn has been in this business for 5 years now.\r\n\r\nin the future, genalyn would like to save money to expand her business.",Low Need
562823,"raul is single without children. he is 42 years old and lives in poblacion 4, clarin.\r\n\r\nraul sells a variety of products to earn a living, and has had this business for ten years. each month, he earns php 20,000 doing this type of work. he has requested a loan of php 50,000 to purchase additional products such as canned goods, noodles, beverages, detergents, etc.\r\n\r\nraul has been a member of pmpc for a month. in the future, he hopes to save in case of emergencies.\r\n",Low Need
1148053,"margelyn is 33 years old, married and has three children, all of whom are still in school.<br /><br />margelyn is in the agricultural business, farming rice in the philippines. margelyn requested a php 15,000 loan through nwtf to buy sacks of fertilizers and other farm supplies.<br /><br />margelyn has been in this business for 2 years now, and has borrowed 4 times in the past from nwtf to sustain it.<br /><br />in the future, margelyn would like to save enough money so she can afford to send her children to college.",High Need
18550,"it is very common for a balinese woman to work as a farmer to supplement her family's income.  ni kadek ayu s. works as a pig farmer to help her husband who sells potted plants for a living.  \r\n\r\nshe started with 1 breeding pig that she bought for  about $60 that gave birth to 5 piglets in 4 months.  one month and a half later, these piglets were sold for $15 each.  so ni kadek ayu s. earned $75.  in one year, ni kadek ayu s. managed to sell $225 worth of piglets, with net profit of $150.  these earnings were used to supplement her family's income.  mrs. kadek ayu s. will use $140 loan from dinari to buy more breeder pigs and repair their sty.  she expects that with one more breeder pig, she can earn 2x what she earns currently.\r\n\r\n<p><b> translated from indonesian by kresna hartandi, kiva volunteer</p></b>\r\n\r\n\r\nbagi perempuan bali, pekerjaan sebagai petani atau peternak itu sudah umum. hal ini dilakukan sebagai usaha sampingan untuk menambah pendapatan keluarga.\r\ntidak cukup membantu suami sebagai penjual pot tanaman disela waktunya ni kadek ayu s. juga mencoba usaha beternak babi.\r\nmulai dari 1 ekor penginduk ibu ni kadek ayu s. mengawali usaha beternaknya. induk babi yang ni kadek ayu s. beli dengan harga rp.600.000,- setelah empat bulan sudah melahirkan 5 ekor anak. satu setengah bulan berikutnya anak babi ini dijual dengan harga rp.150,000,- perekor. jadi ni kadek ayu s.    mendapat uang rp 750.000,-.  selama satu tahun ni kadek ayu s. berhasil menjual bibit babi seharga rp.2.250.000,-  dengan keuntungan bersih kira-kira rp. 1.500.000,-.\r\nmeskipun kecil beternak babi juga mendapatkan keuntungan tambahan. ibu kadek ayu s. mendapat modal dari dinari sebesar rp.1.400.000,- yang   digunakan untuk menambah induk babi dan memperbaiki kandangnya. dengan tambahan 1 ekor induk babi lagi  akan mendapat keuntungan 2 kali lipat dari semula",Low Need
539691,"sonnie is 34 years old and lives in montserrado county, the largest free port and the number-one commercial county in liberia. a single mother of two children, aged 1 and 13 years old, in school and living at home, sonnie has been operating a shop selling used clothes for the past nine years.  she learned this business from her mother, and started it with help from her boyfriend. her favorite part is the profit she makes everyday as her customer base continues to grow.<p>\r\n\r\nsonnie is requesting this loan to purchase more used clothes to sell. she appreciates the support of brac, and she promises to pay back her loan on time. in the future, she wants to build a house.",Low Need
682461,"solphiline is a 26 year old married woman. she has 2 children. she describes herself to be ambitious. she operates a retail business where she sells washing soap, sugar, maize flour and other items. she has been involved in this business for 2 years. her business is located in a good place and her primary customers are of all types. she describes her biggest business challenge to be lack of enough stock to sell. she will use the kes 20,000 loan to buy more stock of soap, sugar, bread and other items for resale. her business goal is to be a wholesaler within 5 years. she will use the anticipated profits to expand her business further.",Low Need
323515,"celsa is a 51-year-old married woman with five children. her oldest child is 19 years old and her youngest is five. celsa's husband works as a farmer and carpenter. for the past four years, celsa has been farming rice. she also raises pigs in her backyard. celsa sells her rice harvest and pigs at the market in her town. \r\n\r\ncelsa is requesting a loan to purchase fertilizer and other farm inputs. in the future, she hopes to be able to pay her children's tuition fees.\r\n",High Need
695192,"greetings from sierra leone! this is 46 year-old mabinty from kandeh bo. she is married. \r\n\r\nmabinty runs a cookery business and sells cooked food.  she has run her business for 10 years.  mabinty works throughout the week, from 4:30am to11:00 am.  her business is her only source of income.\r\n\r\nmabinty has requested a loan to purchase fish, rice, palm oil and cooking seasonings to expand her business.  the extra income from this loan will allow her to educate her children and change her living conditions.  in the future, mabinty plans to open a big restaurant.  she thanks you for your support!\r\n\r\n\r\n\r\n\r\n",High Need
1264989,"diana is a smallholder farmer who resides in the remote area of kericho county. she is visionary, honest and hard-working. diana is married to an energetic man, and the union has been blessed with children. <br /><br />at her young age, 23 years, diana can be said to be a catalyst of societal growth. she distributes milk and eggs to her neighbors, enabling them feed their children with nutritious food. diana also grows crops that she sells to her neighbors and the local market. her motive is to earn profit, which she she will save and use to educate her children. diana gets the satisfaction of working independently and of the profits she earns. <br /><br />she wants to buy seeds and fertilizers for horticultural farming. she will plant a variety of vegetables including tomatoes, onions and carrots.<br /><br />her friends have disclosed to her that kiva lenders are interested in supporting hardworking women like her. diana is excited and has applied for this loan, which she anticipates will create a turning point in her life. she has thanked her lenders for their good will.",Low Need
601085,"clauvis is a young cameroonian age 33. he is married with six children - the oldest is eleven and in secondary school and the youngest is six and in primary school. \r\n\r\nhe has been in his business for the past three years, which makes him very experienced and stable. his business is successful because it is located in an urban area where they bake bread, which makes the demand for firewood very high. \r\n\r\nhe is likely to succeed because the demand for firewood is very high where his business is located. this loan will help him increase his revenue from 120,000 xaf to 397,000 xaf and his profit will increase by 25% per month. \r\n\r\nhis standard of living will increase as well.",Low Need
170556,"yuri yasser u. m. works as a route collector in the managua wholesale market.  he has worked with ceprodel for three years, and in this time he has managed to improve the condition of his house with the three loans he has received from ceprodel.\r\n\r\nhe is married, with two school-age children.\r\n\r\nthe requested loan is for the purchase of bricks for his house so he can give a better quality of life to his children, who so greatly need their father's support.\r\n\r\n\r\n\r\n<br /><p><strong>translated from spanish by danielle maxson, kiva volunteer</strong></p>",High Need
57753,"danny, 27 years old, is a talented young man.  he learned about textile artisanry from his sister yenny, who gladly and patiently taught him her useful skills. danny and yenny together own a small workshop where they make woven goods.  the workshop also provides jobs for three young workers.  together with their employees, they make the perfect team for this work.  recently their output has increased, requiring various wools to fulfill orders placed by their clients, who are always satisfied with their work.  this young brother-and-sister team would like to purchase greater quantities of wool and expand their workshop, which will provide their employees with a more comfortable work environment.\r\n<p><b>translated from spanish by todd m. anderson</b><p>\r\ndanny es un talentoso joven de 27 años de edad, aprendió la bella labor de la artesanía textil de su querida hermana yenny, quien gustosa y pacientemente le enseñó sus valiosos conocimientos. actualmente, danny y yenny poseen en sociedad un pequeño taller de tejidos, donde brindan trabajo a otros 3 jóvenes con quienes hacen un equipo perfecto para esta labor, por estas temporadas el volumen de producción de sus trabajos se ha incrementado, requiriendo variedad de lanas para cumplir cada uno de las solicitudes de sus clientes, clientes quienes quedan muy satisfechos con su trabajo. el deseo de estos jóvenes hermanos es adquirir mayor cantidad de lana y ampliar su taller, para brindar mejor comodidad a sus colaboradores.",Low Need
1140579,"amina is a married woman with six children, all of whom attend school. she owns a house that has neither electricity nor piped water. her greatest monthly expense is food.<br /><br />she has operated a fuel selling business for the past three years, selling to the neighbors. she mentions lack of capital as a major challenge in her business.<br /><br />with the loan she is requesting, she wants to purchase a stock of fuel for resale. she decided to join yehu to access loans and boost her business.",High Need
483737,"marissa is a 38-year-old married woman and a mother of seven young children from san jose, talibon, bohol, philippines. marissa has been engaged in the hog-raising business for more than ten years now.\r\n\r\nmarissa works hard to support her husband in meeting the needs of the family, especially for the schooling of her children. she will use the loan to buy feed and additional piglets to raise.\r\n\r\nin the future, marissa hopes to expand her business to augment her income for the family's needs and expenses.\r\n",High Need
602455,"sonia is 59 years old and widowed with three children, one of whom is in school. she is a very hard working entrepreneur. \r\n\r\nsonia has a personal product retail business in the philippines. sonia requested a php 8,000 loan amount through nwtf to purchase more personal products to sell. sonia has been in this business for one year. in the future, sonia would like to save money to expand her business.\r\n",Low Need
